text,label,bias_terms,target_group,severity,safer_text,label_id
người Tày thường bị cho là khó hòa nhập.,Ethnicity Bias,khó hòa nhập,người Tày,medium,Đánh giá nên dựa trên hành vi và năng lực thực tế.,7
người có vấn đề sức khỏe tâm thần thường bị gán là không phù hợp vị trí áp lực cao.,Mental Health Bias,không phù hợp vị trí áp lực cao,người có vấn đề sức khỏe tâm thần,high,Đánh giá nên dựa trên hành vi và năng lực thực tế.,10
Hói đầu thì đừng mơ được làm diễn viên.,Appearance Bias,"hói, hói đầu",người hói đầu,high,Ngoại hình không nên là rào cản với nghề diễn.,11
Khu dân cư dọn vệ sinh chung. theo kế hoạch.,Non-bias,none,none,low,Khu dân cư dọn vệ sinh chung. theo kế hoạch.,0
Nghe nói phụ nữ phụ nữ giỏi ngôn ngữ vì não trái phát triển hơn não phải.,Gender Bias,"não trái phát triển, ngôn ngữ",phụ nữ,medium,"Mỗi người có năng lực và phẩm chất riêng, không phụ thuộc vào giới tính.",1
"Mấy bạn trẻ hay đặt câu hỏi quá nhiều, làm chậm tiến độ.",Age Bias,"mấy bạn trẻ, câu hỏi quá nhiều",Người trẻ,Medium,Đặt câu hỏi là điều cần thiết để học hỏi và cải thiện quy trình.,2
Dân gian hay nói dân Nam nói giọng nghe quê mùa.,Regional Bias,"giọng quê mùa, phương ngữ",Người miền Nam,low,"Mỗi người là một cá thể độc lập, không đại diện cho tất cả người cùng vùng.",12
"Người ta vẫn hay nói dân xứ Nghệ ít giao tiếp, khép kín với người lạ.",Regional Bias,"khép kín, ít giao tiếp",Người miền Trung,low,"Tính cách con người phụ thuộc vào nhiều yếu tố cá nhân, không phải nơi sinh ra.",12
Người mang kính cận nhìn yếu đuối.,Appearance Bias,"kính cận, mắt kém",người cận thị,medium,Cận thị không liên quan đến sự mạnh yếu của một người.,11
Người lớn tuổi lái xe nguy hiểm hơn người trẻ.,Age Bias,"người lớn tuổi, lái xe nguy hiểm",Người cao tuổi,Medium,"An toàn lái xe phụ thuộc vào khả năng sức khỏe cá nhân, không chỉ tuổi tác.",2
Kế toán thì chỉ là người làm thuê hạng trung. Đó là định kiến cần thay đổi.,Occupation Bias,người làm thuê hạng trung,kế toán viên,medium,Kế toán là nghề chuyên môn quan trọng đòi hỏi kiến thức nghiệp vụ và đạo đức nghề nghiệp cao.,4
"Dân tỉnh mà lên thành phố kinh doanh online, dễ bị lừa lắm.",Class/Socioeconomic Bias,dân tỉnh,người từ tỉnh,medium,Kinh nghiệm sống không phụ thuộc vào nơi xuất thân.,3
Gia đình tổ chức buổi gặp mặt nhỏ. trong tuần này.,Non-bias,none,none,low,Gia đình tổ chức buổi gặp mặt nhỏ. trong tuần này.,0
Gia đình tổ chức buổi gặp mặt nhỏ. ở buổi họp.,Non-bias,none,none,low,Gia đình tổ chức buổi gặp mặt nhỏ. ở buổi họp.,0
"Thật ra đàn ông con trai học dốt không sao, miễn ra đời biết làm kinh tế.",Gender Bias,"con trai học dốt không sao, làm kinh tế",đàn ông,medium,"Định kiến giới hạn cơ hội của mọi người, bất kể họ là ai.",1
Người da bị rỗ sâu thì chụp ảnh không đẹp được đâu.,Appearance Bias,"da rỗ, sẹo mụn",người da rỗ,high,Mọi người đều có thể chụp ảnh đẹp bất kể kết cấu da.,11
người quan tâm chính trị bị gắn nhãn là quá cực đoan trong tranh luận.,Political Bias,quá cực đoan,người quan tâm chính trị,medium,Ý kiến khác nhau không tự động đồng nghĩa với thiếu năng lực.,9
người Mường thường bị cho là ít cơ hội phát triển.,Ethnicity Bias,ít cơ hội phát triển,người Mường,low,Cần xem xét từng trường hợp thay vì gán nhãn theo nhóm.,7
người theo Công giáo bị cho là khó hòa nhập trong môi trường làm việc.,Religion/Belief Bias,khó hòa nhập,người theo Công giáo,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
Mấy bạn nhỏ này không biết phân biệt thông tin đúng sai.,Age Bias,"mấy bạn nhỏ, không phân biệt",Người trẻ,Medium,Kỹ năng đánh giá thông tin cần được giáo dục cho mọi lứa tuổi.,2
học sinh trường thường thường khó thành công nên không nên giao việc quan trọng.,Educational Bias,khó thành công,học sinh trường thường,high,Không nên đánh giá năng lực hay cơ hội của một người chỉ dựa trên học vấn hoặc loại trường đã học.,5
Dân Đà Nẵng không thân thiện với người lạ.,Regional Bias,thiếu thân thiện,Người Đà Nẵng,low,Định kiến vùng miền gây chia rẽ và không phản ánh thực tế đa dạng của con người.,12
Học sinh hoàn thành bài tập nhóm. trong chương trình.,Non-bias,none,none,low,Học sinh hoàn thành bài tập nhóm. trong chương trình.,0
Mấy đại gia Việt thì chủ yếu giàu nhờ khai thác tài nguyên chứ tài năng gì.,Class/Socioeconomic Bias,"đại gia, giàu nhờ tiêu cực",người giàu,high,Không nên phán xét cách người khác tích lũy tài sản khi thiếu thông tin đầy đủ.,3
người không có con thường bị nhận xét là khó cân bằng cuộc sống.,Marital/Family Status Bias,khó cân bằng cuộc sống,người không có con,low,Cần xem xét từng trường hợp thay vì gán nhãn theo nhóm.,8
Người già không nên có sở thích tốn kém như đi du lịch xa.,Age Bias,"người già, du lịch xa",Người cao tuổi,Medium,Người lớn tuổi có quyền tự quyết về cách chi tiêu thu nhập của mình.,2
Tôi đã từng gặp dân cảng và thấy không đáng tin trong làm ăn.,Regional Bias,không đáng tin,Người Hải Phòng,high,"Hãy đánh giá mỗi người qua hành động và phẩm chất của họ, không phải quê quán.",12
Các thành viên thảo luận kế hoạch nghỉ lễ. theo kế hoạch.,Non-bias,none,none,low,Các thành viên thảo luận kế hoạch nghỉ lễ. theo kế hoạch.,0
Không có bằng MBA thì đừng mơ làm giám đốc.,Class/Socioeconomic Bias,không có bằng,người không có bằng cấp phù hợp,high,Năng lực và kinh nghiệm thực tế có thể bù đắp cho bằng cấp chính thức trong nhiều lĩnh vực.,3
"Công việc văn phòng thì nhàn hạ, không vất vả như người làm tay chân. Đó là định kiến cần thay đổi.",Occupation Bias,nhàn hạ,nhân viên văn phòng,low,"Công việc văn phòng có áp lực và thách thức riêng, không nên so sánh theo cách này.",4
"Nhà quê mà cũng biết lập trình à, lạ thật.",Class/Socioeconomic Bias,nhà quê,người nông thôn,medium,Kỹ năng và năng lực không phụ thuộc vào xuất thân địa lý.,3
Dân cảng thì ai cũng biết là hay kéo bè để ức hiếp người khác.,Regional Bias,"kéo bè, ức hiếp",Người Hải Phòng,high,Có nhiều người tuyệt vời đến từ khắp mọi vùng miền của Việt Nam.,12
Mọi người tham gia buổi tư vấn sức khỏe. theo kế hoạch.,Non-bias,none,none,low,Mọi người tham gia buổi tư vấn sức khỏe. theo kế hoạch.,0
công chức thường bị cho là không phù hợp vị trí lãnh đạo.,Political Bias,không phù hợp vị trí lãnh đạo,công chức,high,Khác biệt quan điểm có thể tồn tại mà không phản ánh giá trị con người.,9
"Người mặt dài trông buồn suốt, không vui vẻ.",Appearance Bias,mặt dài,người mặt dài,medium,Hình dạng khuôn mặt không phản ánh cảm xúc hay tính cách.,11
"Nói thật chứ dân Quảng keo kiệt nổi tiếng, không bao giờ muốn trả tiền.",Regional Bias,keo kiệt,Người Quảng Nam,high,Không nên nhìn nhận cả một nhóm người qua lăng kính định kiến.,12
người có vấn đề sức khỏe tâm thần thường bị gán là thiếu ổn định cảm xúc.,Mental Health Bias,thiếu ổn định cảm xúc,người có vấn đề sức khỏe tâm thần,medium,Đặc điểm nền tảng không quyết định năng lực hay giá trị con người.,10
người độc thân lớn tuổi thường bị nhận xét là khó làm hình mẫu.,Marital/Family Status Bias,khó làm hình mẫu,người độc thân lớn tuổi,medium,Nên sử dụng ngôn ngữ trung lập và tôn trọng hơn.,8
người H'Mông thường bị cho là khó hòa nhập.,Ethnicity Bias,khó hòa nhập,người H'Mông,medium,Nên sử dụng ngôn ngữ trung lập và tôn trọng hơn.,7
"Bác ấy ngoài 60 rồi, không nên tiếp tục làm việc trong lĩnh vực sáng tạo.",Age Bias,"ngoài 60, sáng tạo",Người cao tuổi,High,"Sự sáng tạo không có giới hạn tuổi; nhiều nghệ sĩ, nhà thiết kế xuất sắc ở độ tuổi 60+.",2
"Xã hội mình vẫn quan niệm phụ nữ đàn bà xấu thì khó lấy được chồng tốt, phải biết điều đó.",Gender Bias,"đàn bà xấu, khó lấy chồng tốt",phụ nữ,high,"Mỗi người có năng lực và phẩm chất riêng, không phụ thuộc vào giới tính.",1
người không tín ngưỡng bị cho là quá bảo thủ trong môi trường làm việc.,Religion/Belief Bias,quá bảo thủ,người không tín ngưỡng,medium,Niềm tin tôn giáo hoặc việc không có tín ngưỡng không phản ánh năng lực hay tính cách của một người.,6
Người làm bảo vệ thì không hiểu được quản lý nhân sự đâu.,Class/Socioeconomic Bias,người làm,lao động phổ thông,high,Nghề nghiệp không xác định khả năng hiểu biết của một người.,3
Có định kiến rằng công chức luôn không đáng tin.,Political Bias,không đáng tin,công chức,high,Ý kiến khác nhau không tự động đồng nghĩa với thiếu năng lực.,9
Mọi người trong nhà chia sẻ việc dọn dẹp. ở buổi họp.,Non-bias,none,none,low,Mọi người trong nhà chia sẻ việc dọn dẹp. ở buổi họp.,0
Lễ hội địa phương thu hút nhiều người tham dự. vào cuối tháng.,Non-bias,none,none,low,Lễ hội địa phương thu hút nhiều người tham dự. vào cuối tháng.,0
Mọi người tham gia buổi tư vấn sức khỏe. ở buổi họp.,Non-bias,none,none,low,Mọi người tham gia buổi tư vấn sức khỏe. ở buổi họp.,0
"Công nhân thực phẩm mà mong có được đi công tác nước ngoài, hơi xa vời.",Class/Socioeconomic Bias,công nhân,công nhân,medium,Mọi người lao động đều xứng đáng có điều kiện làm việc và phúc lợi tốt.,3
"Ai cũng biết nam giới việc nội trợ là của đàn bà, đàn ông không cần đụng tay.",Gender Bias,"nội trợ của đàn bà, không cần đụng tay",đàn ông,medium,"Định kiến giới hạn cơ hội của mọi người, bất kể họ là ai.",1
Gia đình cùng chuẩn bị bữa tối cuối tuần. tại địa phương.,Non-bias,none,none,low,Gia đình cùng chuẩn bị bữa tối cuối tuần. tại địa phương.,0
Bụng mỡ không nên mặc áo ôm.,Appearance Bias,"bụng mỡ, bụng to",người bụng to,high,Mọi người đều có quyền mặc quần áo họ thích bất kể hình dáng bụng.,11
người quan tâm chính trị bị gắn nhãn là chỉ nói theo đám đông trong tranh luận.,Political Bias,chỉ nói theo đám đông,người quan tâm chính trị,low,Khác biệt quan điểm có thể tồn tại mà không phản ánh giá trị con người.,9
Người làm nghề chụp ảnh cưới thì không phải nghệ sĩ thật sự. Đó là định kiến cần thay đổi.,Occupation Bias,không phải nghệ sĩ thật sự,photographer cưới,medium,"Nhiếp ảnh gia chụp cưới cần kỹ năng ánh sáng, bố cục và hậu kỳ chuyên nghiệp.",4
